director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Guillermo del ToroPhil Guidry Simon Herbert David Whelan,Seth MacFarlaneMonica Davis,Iván KamarásEdward L. Green,Brian SteelePatrick Pedraza,Action Adventure Fantasy Horror Sci-FiHorror Mystery,hellboy ii: the golden armysavageland,Seth MacFarlane Iván Kamarás Brian Steele Guillermo del Toro Action Adventure Fantasy Horror Sci-FiMonica Davis Edward L. Green Patrick Pedraza Phil Guidry Simon Herbert David Whelan Horror Mystery
David FincherLéa Mysius,Robert Downey Jr.Noée Abita,Jake GyllenhaalLaure Calamy,Anthony EdwardsJuan Cano,Crime Drama History Mystery ThrillerDrama,zodiacava,Robert Downey Jr. Jake Gyllenhaal Anthony Edwards David Fincher Crime Drama History Mystery ThrillerNoée Abita Laure Calamy Juan Cano Léa Mysius Drama
Roger SpottiswoodeBrent Bonacorso,Robert DuvallBella Thorne,Michael RapaportHalston Sage,Tony GoldwynTaylor John Smith,Action Mystery Sci-Fi ThrillerThriller Romance Drama,the 6th dayyou get me,Robert Duvall Michael Rapaport Tony Goldwyn Roger Spottiswoode Action Mystery Sci-Fi ThrillerBella Thorne Halston Sage Taylor John Smith Brent Bonacorso Thriller Romance Drama
Tom ShadyacJohn Shea,Morgan FreemanEric Dane,Steve CarellNatalie Zea,Lisa Ann WalterAmy Madigan,Comedy DramaThriller,bruce almightygrey lady,Morgan Freeman Steve Carell Lisa Ann Walter Tom Shadyac Comedy DramaEric Dane Natalie Zea Amy Madigan John Shea Thriller
Sylvester StalloneJoshua Safdie Ben Safdie,Jason StathamRobert Pattinson,Sylvester StalloneJennifer Jason Leigh,Jet LiBen Safdie,Action Adventure ThrillerDrama Thriller Crime,the expendablesgood time,Jason Statham Sylvester Stallone Jet Li Sylvester Stallone Action Adventure ThrillerRobert Pattinson Jennifer Jason Leigh Ben Safdie Joshua Safdie Ben Safdie Drama Thriller Crime
Brian De PalmaJason Flemyng,Tom CruiseCharlie Cox,Kristin Scott ThomasTony Curran,Vanessa RedgraveMackenzie Crook,Action Adventure ThrillerAction Comedy Horror,mission: impossibleeat locals,Tom Cruise Kristin Scott Thomas Vanessa Redgrave Brian De Palma Action Adventure ThrillerCharlie Cox Tony Curran Mackenzie Crook Jason Flemyng Action Comedy Horror
Gary RossMarc Waltman,Jennifer LawrenceSanne Langelaar,Josh HutchersonFockeline Ouwerkerk,Anthony ReynoldsImanuelle Grives,Adventure Drama Sci-Fi ThrillerRomance Drama,the hunger gamestuintje in mijn hart,Jennifer Lawrence Josh Hutcherson Anthony Reynolds Gary Ross Adventure Drama Sci-Fi ThrillerSanne Langelaar Fockeline Ouwerkerk Imanuelle Grives Marc Waltman Romance Drama
Todd PhillipsVíctor García León,Bradley CooperSantiago Alverú,Mason LeePepe Ocio,Mike TysonAlicia Rubio,ComedyComedy,the hangover part iiselfie,Bradley Cooper Mason Lee Mike Tyson Todd Phillips ComedySantiago Alverú Pepe Ocio Alicia Rubio Víctor García León Comedy
Tim BurtonHan Han,Michael GoughEddie Peng,Vincent SchiavelliDeng Chao,Andrew BryniarskiZhao Liying,ActionComedy Drama,batman returnsduckweed,Michael Gough Vincent Schiavelli Andrew Bryniarski Tim Burton ActionEddie Peng Deng Chao Zhao Liying Han Han Comedy Drama
Tim JohnsonK. V. Anand,Bruce WillisVijay Sethupathi,Steve CarellMadonna Sebastian,Catherine O'HaraT. Rajendar,Adventure Animation Comedy FamilyThriller Drama,over the hedgekavan,Bruce Willis Steve Carell Catherine O'Hara Tim Johnson Adventure Animation Comedy FamilyVijay Sethupathi Madonna Sebastian T. Rajendar K. V. Anand Thriller Drama
Gary WinickAndrew J. Cohen,Steve BuscemiAmy Poehler,Julia RobertsWill Ferrell,Oprah WinfreyAllison Tolman,Comedy Family FantasyComedy,charlotte's webthe house,Steve Buscemi Julia Roberts Oprah Winfrey Gary Winick Comedy Family FantasyAmy Poehler Will Ferrell Allison Tolman Andrew J. Cohen Comedy
Mimi LederLaurent Bouzereau,Morgan FreemanGuillermo del Toro,Jon FavreauSteven Spielberg,Robert DuvallPaul Greengrass,Action Drama Romance Sci-Fi ThrillerWar Documentary,deep impactfive came back,Morgan Freeman Jon Favreau Robert Duvall Mimi Leder Action Drama Romance Sci-Fi ThrillerGuillermo del Toro Steven Spielberg Paul Greengrass Laurent Bouzereau War Documentary
Dean ParisotBailey Kobe,Bruce WillisJulie McNiven,Anthony HopkinsShaun Sipos,Garrick HagonJessica Camacho,Action Comedy Crime ThrillerRomance Action Adventure Comedy Drama,red 2the babymoon,Bruce Willis Anthony Hopkins Garrick Hagon Dean Parisot Action Comedy Crime ThrillerJulie McNiven Shaun Sipos Jessica Camacho Bailey Kobe Romance Action Adventure Comedy Drama
Peter SegalGreg Barker,Adam SandlerJason Amerine,Steve ReevisGeorge W. Bush,Dalip SinghMark Nutsch,Comedy Crime SportDocumentary,the longest yardlegion of brothers,Adam Sandler Steve Reevis Dalip Singh Peter Segal Comedy Crime SportJason Amerine George W. Bush Mark Nutsch Greg Barker Documentary
Mike MitchellCarla Simón,Amy PoehlerLaia Artigas,Jesse McCartneyBruna Cusí,Lauren GottliebDavid Verdaguer,Adventure Animation Comedy Family Fantasy MusicDrama Family,alvin and the chipmunks: chipwreckedsummer 1993,Amy Poehler Jesse McCartney Lauren Gottlieb Mike Mitchell Adventure Animation Comedy Family Fantasy MusicLaia Artigas Bruna Cusí David Verdaguer Carla Simón Drama Family
Dennis DuganVolker Schlöndorff,Steve BuscemiStellan Skarsgård,Adam SandlerNina Hoss,Jon LovitzBronagh Gallagher,ComedyDrama,grown ups 2return to montauk,Steve Buscemi Adam Sandler Jon Lovitz Dennis Dugan ComedyStellan Skarsgård Nina Hoss Bronagh Gallagher Volker Schlöndorff Drama
Peter SegalPhilippe Falardeau,Bill MurrayLiev Schreiber,Dwayne JohnsonNaomi Watts,Anne HathawayElisabeth Moss,Action Adventure ComedyDrama,get smartchuck,Bill Murray Dwayne Johnson Anne Hathaway Peter Segal Action Adventure ComedyLiev Schreiber Naomi Watts Elisabeth Moss Philippe Falardeau Drama
Nancy MeyersPaul Currie,Keanu ReevesMichiel Huisman,Jon FavreauTeresa Palmer,Paul Michael GlaserSam Reid,Comedy Drama RomanceDrama Thriller,something's gotta give2:22,Keanu Reeves Jon Favreau Paul Michael Glaser Nancy Meyers Comedy Drama RomanceMichiel Huisman Teresa Palmer Sam Reid Paul Currie Drama Thriller
Martin ScorseseChristian Duguay,Leonardo DiCaprioDorian Le Clech,Joseph SikoraBatyste Fleurial,Nellie SciuttoPatrick Bruel,Mystery ThrillerDrama,shutter islanda bag of marbles,Leonardo DiCaprio Joseph Sikora Nellie Sciutto Martin Scorsese Mystery ThrillerDorian Le Clech Batyste Fleurial Patrick Bruel Christian Duguay Drama
Chris WedgeBrad Epstein,Jim BroadbentAlex Meneses,Drew CareyFaizon Love,Paula AbdulRussell Peters,Adventure Animation Comedy Family Sci-FiComedy,robotsripped,Jim Broadbent Drew Carey Paula Abdul Chris Wedge Adventure Animation Comedy Family Sci-FiAlex Meneses Faizon Love Russell Peters Brad Epstein Comedy
John WooNeill Blomkamp,Nicolas CageSteve Boyle,CCH PounderNic Rhind,Joan AllenRobert Hobbs,Action Crime Sci-Fi ThrillerAction Sci-Fi War,face/offfirebase,Nicolas Cage CCH Pounder Joan Allen John Woo Action Crime Sci-Fi ThrillerSteve Boyle Nic Rhind Robert Hobbs Neill Blomkamp Action Sci-Fi War
Dennis DuganJeff Orlowski,Adam SandlerAndrew Ackerman,Bailee MadisonPim Bongaerts,Kevin NealonNeal Cantin,Comedy RomanceDocumentary,just go with itchasing coral,Adam Sandler Bailee Madison Kevin Nealon Dennis Dugan Comedy RomanceAndrew Ackerman Pim Bongaerts Neal Cantin Jeff Orlowski Documentary
Simon WestAlexandre O. Philippe,Steve BuscemiGuillermo del Toro,Monica PotterPeter Bogdanovich,Dave ChappelleKaryn Kusama,Action Crime ThrillerDocumentary,con air78/52,Steve Buscemi Monica Potter Dave Chappelle Simon West Action Crime ThrillerGuillermo del Toro Peter Bogdanovich Karyn Kusama Alexandre O. Philippe Documentary
Anthony MinghellaKip Andersen Keegan Kuhn,Philip Seymour HoffmanKip Andersen,Natalie PortmanLarry Baldwin,Charlie HunnamNeal Barnard,Adventure Drama History Romance WarDocumentary,cold mountainwhat the health,Philip Seymour Hoffman Natalie Portman Charlie Hunnam Anthony Minghella Adventure Drama History Romance WarKip Andersen Larry Baldwin Neal Barnard Kip Andersen Keegan Kuhn Documentary
Les MayfieldJoe Miale,Robin WilliamsLee Pace,Jodi BensonBérénice Marlohe,Sam LloydJason Flemyng,Comedy Family Sci-FiSci-Fi,flubberrevolt,Robin Williams Jodi Benson Sam Lloyd Les Mayfield Comedy Family Sci-FiLee Pace Bérénice Marlohe Jason Flemyng Joe Miale Sci-Fi
Jan de BontTimothy Woodward Jr.,Liam NeesonLuke Hemsworth,Lili TaylorTrace Adkins,Virginia MadsenBruce Dern,Fantasy Horror Mystery ThrillerWestern,the hauntinghickok,Liam Neeson Lili Taylor Virginia Madsen Jan de Bont Fantasy Horror Mystery ThrillerLuke Hemsworth Trace Adkins Bruce Dern Timothy Woodward Jr. Western
Joe PytkaJoshua Tunick,Bill MurrayAnthony Rapp,Wayne KnightAlona Tal,Michael JordanAlyson Hannigan,Adventure Animation Comedy Family Fantasy Sci-Fi SportDrama,space jamdo you take this man,Bill Murray Wayne Knight Michael Jordan Joe Pytka Adventure Animation Comedy Family Fantasy Sci-Fi SportAnthony Rapp Alona Tal Alyson Hannigan Joshua Tunick Drama
Shawn LevyNikolaj Arcel,Roger ReesIdris Elba,Henry CzernyMatthew McConaughey,William AbadieTom Taylor,Adventure Comedy Crime Family MysteryAction Western Sci-Fi Fantasy Horror,the pink pantherthe dark tower,Roger Rees Henry Czerny William Abadie Shawn Levy Adventure Comedy Crime Family MysteryIdris Elba Matthew McConaughey Tom Taylor Nikolaj Arcel Action Western Sci-Fi Fantasy Horror
Scott Derrickson300ml,Keanu ReevesSelton Mello,Jon HammRalph Ineson,Juan RiedingerSeu Jorge,Drama Sci-Fi ThrillerDrama,the day the earth stood stillsoundtrack,Keanu Reeves Jon Hamm Juan Riedinger Scott Derrickson Drama Sci-Fi ThrillerSelton Mello Ralph Ineson Seu Jorge 300ml Drama
Richard DonnerMohammad Hossein Mahdavian,Julia RobertsMehrdad Sedighian,Alex McArthurBabak Hamidian,Michael PottsJavad Ezati,Action Crime Mystery Romance ThrillerAction Crime History,conspiracy theorymidday event,Julia Roberts Alex McArthur Michael Potts Richard Donner Action Crime Mystery Romance ThrillerMehrdad Sedighian Babak Hamidian Javad Ezati Mohammad Hossein Mahdavian Action Crime History
David AyerJonathan Baker,Brad PittNicolas Cage,Logan LermanGina Gershon,Jim ParrackNicky Whelan,Action Drama WarThriller Drama,furyinconceivable,Brad Pitt Logan Lerman Jim Parrack David Ayer Action Drama WarNicolas Cage Gina Gershon Nicky Whelan Jonathan Baker Thriller Drama
Ivan ReitmanAlain Desrochers,Harrison FordPatrick Huard,Anne HecheColm Feore,Amy SedarisErik Knudsen,Action Adventure Comedy RomanceCrime Comedy Action,six days seven nightsbon cop bad cop 2,Harrison Ford Anne Heche Amy Sedaris Ivan Reitman Action Adventure Comedy RomancePatrick Huard Colm Feore Erik Knudsen Alain Desrochers Crime Comedy Action
Eric BrevigAlain Desrochers,Justin TimberlakeAntonio Banderas,Tom CavanaghBen Kingsley,Josh Robert ThompsonLiam McIntyre,Adventure Animation Comedy FamilyAction,yogi bearsecurity,Justin Timberlake Tom Cavanagh Josh Robert Thompson Eric Brevig Adventure Animation Comedy FamilyAntonio Banderas Ben Kingsley Liam McIntyre Alain Desrochers Action
Kelly AsburyAntonio Negret,Matt DamonScott Eastwood,Charles NapierFreddie Thorp,Zahn McClarnonAna de Armas,Adventure Animation Family WesternThriller Action,spirit: stallion of the cimarronoverdrive,Matt Damon Charles Napier Zahn McClarnon Kelly Asbury Adventure Animation Family WesternScott Eastwood Freddie Thorp Ana de Armas Antonio Negret Thriller Action
Frank CoraciDan Harris,Rosario DawsonLiam James,Leslie BibbSarah Steele,Nicholas TurturroAustin P. McKenzie,Comedy Family RomanceComedy Drama,zookeeperspeech & debate,Rosario Dawson Leslie Bibb Nicholas Turturro Frank Coraci Comedy Family RomanceLiam James Sarah Steele Austin P. McKenzie Dan Harris Comedy Drama
Stephen HopkinsJake Szymanski,Gary OldmanOrlando Bloom,William HurtAndy Samberg,June LockhartJohn Cena,Action Adventure Family Sci-Fi ThrillerComedy TV Movie,lost in spacetour de pharmacy,Gary Oldman William Hurt June Lockhart Stephen Hopkins Action Adventure Family Sci-Fi ThrillerOrlando Bloom Andy Samberg John Cena Jake Szymanski Comedy TV Movie
Henry JaglomWayne Blair,Vanessa RedgraveAbigail Breslin,Stephen DillaneColt Prattes,Michael BrandonSarah Hyland,Drama RomanceMusic Drama Romance TV Movie,déjà vudirty dancing,Vanessa Redgrave Stephen Dillane Michael Brandon Henry Jaglom Drama RomanceAbigail Breslin Colt Prattes Sarah Hyland Wayne Blair Music Drama Romance TV Movie
Genndy TartakovskyClay Staub,Steve BuscemiMilo Ventimiglia,Adam SandlerBridget Regan,Fran DrescherAmanda Schull,Animation Comedy Family FantasySci-Fi Thriller,hotel transylvania 2devil's gate,Steve Buscemi Adam Sandler Fran Drescher Genndy Tartakovsky Animation Comedy Family FantasyMilo Ventimiglia Bridget Regan Amanda Schull Clay Staub Sci-Fi Thriller
unknownMolly Smith Maurice Smith,Elizabeth MontgomeryKarolina Antosik,Agnes MooreheadAmelie Leroy,Dick YorkTessa McGinn,Comedy Family FantasyFantasy Drama,bewitched            abduction,Elizabeth Montgomery Agnes Moorehead Dick York unknown Comedy Family FantasyKarolina Antosik Amelie Leroy Tessa McGinn Molly Smith Maurice Smith Fantasy Drama
James AlgarVanessa Gould,Quincy JonesWilliam McDonald,Penn JilletteBruce Weber,Russi TaylorMargalit Fox,Animation Family Fantasy MusicDocumentary,fantasia 2000obit,Quincy Jones Penn Jillette Russi Taylor James Algar Animation Family Fantasy MusicWilliam McDonald Bruce Weber Margalit Fox Vanessa Gould Documentary
Simon WellsCraig Thompson,Mark AddyWilliam Shatner,Alan YoungNeil deGrasse Tyson,Josh StambergChris Hadfield,Action Adventure Sci-FiDocumentary,the time machinethe truth is in the stars,Mark Addy Alan Young Josh Stamberg Simon Wells Action Adventure Sci-FiWilliam Shatner Neil deGrasse Tyson Chris Hadfield Craig Thompson Documentary
Ron UnderwoodAnthony Leondis,Charlize TheronT.J. Miller,Mika BooremJames Corden,David PaymerAnna Faris,Action Adventure Family Fantasy ThrillerComedy Family Animation,mighty joe youngthe emoji movie,Charlize Theron Mika Boorem David Paymer Ron Underwood Action Adventure Family Fantasy ThrillerT.J. Miller James Corden Anna Faris Anthony Leondis Comedy Family Animation
Dominic SenaAbel Vang Burlee Vang,Hugh JackmanSaxon Sharbino,Don CheadleBonnie Morgan,Sam ShepardBrandon Soo Hoo,Action Crime ThrillerHorror Thriller,swordfishbedeviled,Hugh Jackman Don Cheadle Sam Shepard Dominic Sena Action Crime ThrillerSaxon Sharbino Bonnie Morgan Brandon Soo Hoo Abel Vang Burlee Vang Horror Thriller
Martin CampbellErnie Barbarash,Michael EmersonAdam Rayner,Nick ChinlundEliza Dushku,Adrian AlonsoIan Ogilvy,Action Adventure WesternAction Adventure Crime,the legend of zorrothe saint,Michael Emerson Nick Chinlund Adrian Alonso Martin Campbell Action Adventure WesternAdam Rayner Eliza Dushku Ian Ogilvy Ernie Barbarash Action Adventure Crime
Vincent WardRiccardo Milani,Robin WilliamsPaola Cortellesi,Annabella SciorraAntonio Albanese,Rosalind ChaoCarlo Buccirosso,Drama Fantasy RomanceComedy,what dreams may comemom or dad?,Robin Williams Annabella Sciorra Rosalind Chao Vincent Ward Drama Fantasy RomancePaola Cortellesi Antonio Albanese Carlo Buccirosso Riccardo Milani Comedy
Steven BrillJohn Jencks,Adam SandlerRoger Allam,Jon LovitzMatthew Modine,Michael McKeanTim McInnerny,Comedy FantasyComedy,little nickythe hippopotamus,Adam Sandler Jon Lovitz Michael McKean Steven Brill Comedy FantasyRoger Allam Matthew Modine Tim McInnerny John Jencks Comedy
Terry GilliamTaylor Sheridan,Matt DamonJeremy Renner,Heath LedgerElizabeth Olsen,Mackenzie CrookGil Birmingham,Action Adventure Comedy Fantasy ThrillerAction Crime Mystery Thriller,the brothers grimmwind river,Matt Damon Heath Ledger Mackenzie Crook Terry Gilliam Action Adventure Comedy Fantasy ThrillerJeremy Renner Elizabeth Olsen Gil Birmingham Taylor Sheridan Action Crime Mystery Thriller
Lucile HadzihalilovicTarik Saleh,Nissim RenardFares Fares,Roxane DuranMari Malek,Julie-Marie ParmentierMohamed Yousry,Drama Horror Mystery Sci-FiThriller Drama,evolutionthe nile hilton incident,Nissim Renard Roxane Duran Julie-Marie Parmentier Lucile Hadzihalilovic Drama Horror Mystery Sci-FiFares Fares Mari Malek Mohamed Yousry Tarik Saleh Thriller Drama
Lee TamahoriRoman Volobuev,Anthony HopkinsSvetlana Ustinova,Harold PerrineauAnna Chipovskaya,Bart the BearYevgeni Tsyganov,Action Adventure Drama ThrillerComedy Crime,the edgeblockbuster,Anthony Hopkins Harold Perrineau Bart the Bear Lee Tamahori Action Adventure Drama ThrillerSvetlana Ustinova Anna Chipovskaya Yevgeni Tsyganov Roman Volobuev Comedy Crime
Jonathan MostowRic Roman Waugh,Bruce WillisNikolaj Coster-Waldau,Devin RatrayJon Bernthal,Boris KodjoeLake Bell,Action Sci-Fi ThrillerDrama Crime Thriller,surrogatesshot caller,Bruce Willis Devin Ratray Boris Kodjoe Jonathan Mostow Action Sci-Fi ThrillerNikolaj Coster-Waldau Jon Bernthal Lake Bell Ric Roman Waugh Drama Crime Thriller
Barry CookTony Giglio,Charlie RoweAdrianne Palicki,Tiya SircarMichael Jai White,Madison RothschildTy Olsson,Adventure Animation FamilyAction Crime Thriller,walking with dinosaurs 3ds.w.a.t.: under siege,Charlie Rowe Tiya Sircar Madison Rothschild Barry Cook Adventure Animation FamilyAdrianne Palicki Michael Jai White Ty Olsson Tony Giglio Action Crime Thriller
Roger ChristianManuk Depoyan,Richard TysonArsen Shavlyuk,Michael ByrneVasyl Virastyuk,John ToporRuslana Pysanka,Action Adventure Sci-FiFamily Comedy Animation Fantasy Adventure,battlefield earththe dragon spell,Richard Tyson Michael Byrne John Topor Roger Christian Action Adventure Sci-FiArsen Shavlyuk Vasyl Virastyuk Ruslana Pysanka Manuk Depoyan Family Comedy Animation Fantasy Adventure
Richard DonnerJohn R. Leonetti,Paul WalkerJoey King,Gerard ButlerRyan Phillippe,Ethan EmbrySherilyn Fenn,Action Adventure Sci-FiFantasy Horror Thriller,timelinewish upon,Paul Walker Gerard Butler Ethan Embry Richard Donner Action Adventure Sci-FiJoey King Ryan Phillippe Sherilyn Fenn John R. Leonetti Fantasy Horror Thriller
Kevin CostnerMalcolm D. Lee,Olivia WilliamsRegina Hall,Brian Anthony WilsonQueen Latifah,Larenz TateJada Pinkett Smith,Action Adventure Drama Sci-FiComedy,the postmangirls trip,Olivia Williams Brian Anthony Wilson Larenz Tate Kevin Costner Action Adventure Drama Sci-FiRegina Hall Queen Latifah Jada Pinkett Smith Malcolm D. Lee Comedy
George MillerGillian Robespierre,Adam GoldbergJenny Slate,Elizabeth DailyEdie Falco,Glenne HeadlyAbby Quinn,Adventure Comedy Drama Family FantasyComedy,babe: pig in the citylandline,Adam Goldberg Elizabeth Daily Glenne Headly George Miller Adventure Comedy Drama Family FantasyJenny Slate Edie Falco Abby Quinn Gillian Robespierre Comedy
Breck EisnerKathryn Bigelow,Vin DieselJohn Boyega,Joseph GilgunWill Poulter,Lotte VerbeekAlgee Smith,Action Adventure FantasyThriller Crime Drama History,the last witch hunterdetroit,Vin Diesel Joseph Gilgun Lotte Verbeek Breck Eisner Action Adventure FantasyJohn Boyega Will Poulter Algee Smith Kathryn Bigelow Thriller Crime Drama History
Antony HoffmanKogonada,Bob NeillJohn Cho,Val KilmerHaley Lu Richardson,Tom SizemoreParker Posey,Action Sci-Fi ThrillerDrama,red planetcolumbus,Bob Neill Val Kilmer Tom Sizemore Antony Hoffman Action Sci-Fi ThrillerJohn Cho Haley Lu Richardson Parker Posey Kogonada Drama
Luc BessonHeber Cannon Marston Sawyers Ian Wittenber Mariah Moore,Mia FarrowMatt Fraser,Adam LeFevreBen Smith,Penny BalfourSara Sigmundsdottir,Adventure Animation Family FantasyDocumentary,arthur and the invisiblesfittest on earth: a decade of fitness,Mia Farrow Adam LeFevre Penny Balfour Luc Besson Adventure Animation Family FantasyMatt Fraser Ben Smith Sara Sigmundsdottir Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore Documentary
Jacques PerrinEmilis Velyvis,Pedro Armendáriz Jr.Inga Jankauskaitė,Jacques PerrinMindaugas Papinigis,Rie MiyazawaRamūnas Rudokas,Documentary DramaThriller,oceanszero 3,Pedro Armendáriz Jr. Jacques Perrin Rie Miyazawa Jacques Perrin Documentary DramaInga Jankauskaitė Mindaugas Papinigis Ramūnas Rudokas Emilis Velyvis Thriller
Peter HyamsTommy Bertelsen,David OyelowoTroian Bellisario,Catherine McCormackTom Felton,Jemima RooperBen Winchell,Action Adventure Horror Sci-Fi ThrillerDrama,a sound of thunderfeed,David Oyelowo Catherine McCormack Jemima Rooper Peter Hyams Action Adventure Horror Sci-Fi ThrillerTroian Bellisario Tom Felton Ben Winchell Tommy Bertelsen Drama
Paul W.S. AndersonIbai Abad,Sasha RoizLewis Rainer,Currie GrahamJoséphine Berry,Dylan SchombingCharlotte Atkinson,Action Adventure Drama History RomanceDrama Music Romance,pompeiithe girl from the song,Sasha Roiz Currie Graham Dylan Schombing Paul W.S. Anderson Action Adventure Drama History RomanceLewis Rainer Joséphine Berry Charlotte Atkinson Ibai Abad Drama Music Romance
Andrés CouturierJulian Radlmaier,Sariann MonacoJulian Radlmaier,David HoffmanDeragh Campbell,Ben DiskinBeniamin Forthi,Animation FamilyComedy,top cat beginsself-criticism of a bourgeois dog,Sariann Monaco David Hoffman Ben Diskin Andrés Couturier Animation FamilyJulian Radlmaier Deragh Campbell Beniamin Forthi Julian Radlmaier Comedy
Ron HowardPierre Coré,Adam GoldbergOmar Sy,Austin PendletonLouane Emera,Judd HirschFranck Gastambide,Biography DramaAdventure Animation Comedy Family,a beautiful mindsahara,Adam Goldberg Austin Pendleton Judd Hirsch Ron Howard Biography DramaOmar Sy Louane Emera Franck Gastambide Pierre Coré Adventure Animation Comedy Family
Roger AllersFrançois Ozon,Matthew BroderickMarine Vacth,Nathan LaneJérémie Renier,Niketa CalameJacqueline Bisset,Adventure Animation Drama Family MusicalThriller,the lion kingthe double lover,Matthew Broderick Nathan Lane Niketa Calame Roger Allers Adventure Animation Drama Family MusicalMarine Vacth Jérémie Renier Jacqueline Bisset François Ozon Thriller
Brad PeytonSteven C. Miller,Josh HutchersonBruce Willis,Dwayne JohnsonHayden Christensen,Kristin DavisGethin Anthony,Action Adventure Comedy Family Fantasy Sci-FiAction Thriller,journey 2: the mysterious islandfirst kill,Josh Hutcherson Dwayne Johnson Kristin Davis Brad Peyton Action Adventure Comedy Family Fantasy Sci-FiBruce Willis Hayden Christensen Gethin Anthony Steven C. Miller Action Thriller
Cody CameronT.J. Martin Daniel Lindsay,Will ForteRodney King,Khamani GriffinTom Brokaw,Melissa SturmGeorge H. W. Bush,Animation Comedy Family Fantasy Sci-FiDocumentary,cloudy with a chance of meatballs 2la 92,Will Forte Khamani Griffin Melissa Sturm Cody Cameron Animation Comedy Family Fantasy Sci-FiRodney King Tom Brokaw George H. W. Bush T.J. Martin Daniel Lindsay Documentary
Brett RatnerKenny Ortega,Philip Seymour HoffmanDove Cameron,Anthony HopkinsSofia Carson,Emily WatsonCameron Boyce,Crime Drama ThrillerTV Movie Family Action Comedy Music Adventure,red dragondescendants 2,Philip Seymour Hoffman Anthony Hopkins Emily Watson Brett Ratner Crime Drama ThrillerDove Cameron Sofia Carson Cameron Boyce Kenny Ortega TV Movie Family Action Comedy Music Adventure
Mark OsborneMaria Sadowska,Jeff BridgesMagdalena Boczarska,James FrancoPiotr Adamczyk,Mackenzie FoyJustyna Wasilewska,Adventure Animation Drama Family FantasyDrama,the little princethe art of loving. story of michalina wislocka,Jeff Bridges James Franco Mackenzie Foy Mark Osborne Adventure Animation Drama Family FantasyMagdalena Boczarska Piotr Adamczyk Justyna Wasilewska Maria Sadowska Drama
Oliver HirschbiegelSam Garbarski,Roger ReesAnatole Taubman,Veronica CartwrightMoritz Bleibtreu,Jeremy NorthamJoel Basman,Sci-Fi ThrillerComedy Drama War,the invasionbye bye germany,Roger Rees Veronica Cartwright Jeremy Northam Oliver Hirschbiegel Sci-Fi ThrillerAnatole Taubman Moritz Bleibtreu Joel Basman Sam Garbarski Comedy Drama War
Des McAnuffTimothy Woodward Jr.,Robert De NiroKaiwi Lyman,Janeane GarofaloBruce Dern,Jonathan WintersDenise Richards,Adventure Animation Comedy Family FantasyCrime Drama Thriller,the adventures of rocky & bullwinkleamerican violence,Robert De Niro Janeane Garofalo Jonathan Winters Des McAnuff Adventure Animation Comedy Family FantasyKaiwi Lyman Bruce Dern Denise Richards Timothy Woodward Jr. Crime Drama Thriller
Yarrow CheneyPhilippe de Chauveron,Steve CooganChristian Clavier,Eric StonestreetAry Abittan,Albert BrooksElsa Zylberstein,Animation Comedy FamilyComedy,the secret life of petswith open arms,Steve Coogan Eric Stonestreet Albert Brooks Yarrow Cheney Animation Comedy FamilyChristian Clavier Ary Abittan Elsa Zylberstein Philippe de Chauveron Comedy
Stephen NorringtonThomas Kruithof,Jason FlemyngFrançois Cluzet,Max RyanDenis Podalydès,Tony CurranSami Bouajila,Action Adventure Fantasy Sci-FiThriller,the league of extraordinary gentlemenscribe,Jason Flemyng Max Ryan Tony Curran Stephen Norrington Action Adventure Fantasy Sci-FiFrançois Cluzet Denis Podalydès Sami Bouajila Thomas Kruithof Thriller
Pierre CoffinTodd Grimes,Steve CarellGrey Griffin,Miranda CosgroveTara Strong,Steve CooganAnais Fairweather,Animation Comedy Family Sci-FiAnimation,despicable me 2lego dc super hero girls: brain drain,Steve Carell Miranda Cosgrove Steve Coogan Pierre Coffin Animation Comedy Family Sci-FiGrey Griffin Tara Strong Anais Fairweather Todd Grimes Animation
Roland EmmerichPat Healy,Will SmithTaylor Schilling,Adam BaldwinPat Healy,Mary McDonnellAlycia Delmore,Action Adventure Sci-FiComedy Crime,independence daytake me,Will Smith Adam Baldwin Mary McDonnell Roland Emmerich Action Adventure Sci-FiTaylor Schilling Pat Healy Alycia Delmore Pat Healy Comedy Crime
Steven SpielbergAnshai Lal,Ariana RichardsAnushka Sharma,Richard SchiffDiljit Dosanjh,Vanessa Lee ChesterSuraj Sharma,Action Adventure Sci-FiFantasy Comedy Romance Drama,the lost world: jurassic parkphillauri,Ariana Richards Richard Schiff Vanessa Lee Chester Steven Spielberg Action Adventure Sci-FiAnushka Sharma Diljit Dosanjh Suraj Sharma Anshai Lal Fantasy Comedy Romance Drama
Eric DarnellJim Strouse,Jada Pinkett SmithJessica Williams,Cedric the EntertainerChris O'Dowd,Andy RichterKeith Stanfield,Adventure Animation Comedy FamilyRomance Comedy,madagascarthe incredible jessica james,Jada Pinkett Smith Cedric the Entertainer Andy Richter Eric Darnell Adventure Animation Comedy FamilyJessica Williams Chris O'Dowd Keith Stanfield Jim Strouse Romance Comedy
